Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
600,CUST600,Female,59,Beauty,2,500,1000
601,CUST601,Male,19,Clothing,1,30,30
602,CUST602,Female,20,Electronics,1,300,300
603,CUST603,Female,40,Clothing,3,30,90
604,CUST604,Female,29,Electronics,4,50,200
605,CUST605,Male,37,Electronics,2,500,1000
606,CUST606,Male,22,Electronics,1,50,50
607,CUST607,Male,54,Clothing,3,25,75
608,CUST608,Female,55,Electronics,3,500,1500
609,CUST609,Female,47,Clothing,2,50,100
610,CUST610,Female,26,Beauty,2,300,600
611,CUST611,Male,51,Beauty,3,500,1500
612,CUST612,Female,61,Electronics,1,500,500
613,CUST613,Female,52,Clothing,3,30,90
614,CUST614,Female,39,Beauty,4,300,1200
615,CUST615,Female,61,Clothing,4,25,100
616,CUST616,Male,41,Clothing,2,50,100
617,CUST617,Male,34,Electronics,1,30,30
618,CUST618,Female,27,Beauty,1,50,50
619,CUST619,Male,47,Electronics,4,25,100
620,CUST620,Male,63,Electronics,3,25,75
621,CUST621,Female,40,Beauty,2,500,1000
622,CUST622,Female,49,Beauty,3,25,75
623,CUST623,Male,34,Clothing,3,50,150
624,CUST624,Female,34,Beauty,3,300,900
625,CUST625,Male,31,Clothing,1,300,300
626,CUST626,Female,26,Clothing,4,500,2000
627,CUST627,Male,57,Clothing,1,50,50
628,CUST628,Female,19,Beauty,4,50,200
629,CUST629,Male,62,Electronics,2,25,50
630,CUST630,Male,42,Clothing,2,50,100
631,CUST631,Male,56,Electronics,3,30,90
632,CUST632,Female,26,Electronics,4,25,100
633,CUST633,Male,39,Beauty,4,30,120
634,CUST634,Male,60,Electronics,4,500,2000
635,CUST635,Female,63,Electronics,3,300,900
636,CUST636,Female,21,Beauty,3,500,1500
637,CUST637,Male,43,Clothing,2,300,600
638,CUST638,Male,46,Electronics,1,500,500
639,CUST639,Female,62,Beauty,4,50,200
640,CUST640,Female,51,Electronics,4,30,120
641,CUST641,Female,40,Electronics,1,300,300
642,CUST642,Female,54,Clothing,4,25,100
643,CUST643,Female,28,Electronics,3,30,90
644,CUST644,Male,23,Beauty,3,25,75
645,CUST645,Female,35,Electronics,4,30,120
646,CUST646,Male,38,Clothing,3,30,90
647,CUST647,Male,59,Clothing,3,500,1500
648,CUST648,Male,53,Beauty,4,300,1200
649,CUST649,Female,58,Clothing,2,300,600
650,CUST650,Male,55,Electronics,1,30,30
651,CUST651,Male,51,Clothing,3,50,150
652,CUST652,Female,34,Beauty,2,50,100
653,CUST653,Male,54,Clothing,3,25,75
654,CUST654,Male,42,Clothing,3,25,75
655,CUST655,Female,55,Clothing,1,500,500
656,CUST656,Male,29,Beauty,3,30,90
657,CUST657,Male,40,Clothing,1,25,25
658,CUST658,Male,59,Clothing,1,25,25
659,CUST659,Female,39,Electronics,1,30,30
660,CUST660,Female,38,Beauty,2,500,1000
661,CUST661,Female,44,Clothing,4,25,100
662,CUST662,Male,48,Beauty,2,500,1000
663,CUST663,Male,23,Clothing,4,300,1200
664,CUST664,Female,44,Clothing,4,500,2000
665,CUST665,Male,57,Clothing,1,50,50
666,CUST666,Male,51,Electronics,3,50,150
667,CUST667,Female,29,Electronics,1,500,500
668,CUST668,Female,62,Electronics,3,50,150
669,CUST669,Male,24,Beauty,4,300,1200
670,CUST670,Male,27,Beauty,1,30,30
671,CUST671,Male,62,Electronics,3,50,150
672,CUST672,Female,34,Beauty,2,50,100
673,CUST673,Female,43,Clothing,3,500,1500
674,CUST674,Female,38,Clothing,1,300,300
675,CUST675,Female,45,Clothing,2,30,60
676,CUST676,Male,63,Electronics,3,500,1500
677,CUST677,Female,19,Beauty,3,500,1500
678,CUST678,Female,60,Electronics,3,300,900
679,CUST679,Female,18,Beauty,3,30,90
680,CUST680,Female,53,Clothing,3,300,900
681,CUST681,Female,43,Electronics,2,30,60
682,CUST682,Male,46,Beauty,4,300,1200
683,CUST683,Male,38,Beauty,2,500,1000
684,CUST684,Female,28,Clothing,2,500,1000
685,CUST685,Male,57,Electronics,2,25,50
686,CUST686,Female,28,Electronics,4,50,200
687,CUST687,Female,53,Electronics,1,300,300
688,CUST688,Male,56,Clothing,4,25,100
689,CUST689,Male,57,Electronics,2,50,100
690,CUST690,Female,52,Clothing,3,300,900
691,CUST691,Female,51,Clothing,3,30,90
692,CUST692,Female,64,Clothing,2,50,100
693,CUST693,Male,41,Beauty,3,500,1500
694,CUST694,Female,39,Electronics,2,25,50
695,CUST695,Female,22,Electronics,3,50,150
696,CUST696,Female,50,Clothing,4,50,200
697,CUST697,Male,53,Clothing,1,500,500
698,CUST698,Female,64,Electronics,1,300,300
699,CUST699,Female,37,Clothing,4,30,120
700,CUST700,Male,36,Electronics,4,500,2000
701,CUST701,Female,52,Beauty,2,30,60
702,CUST702,Female,60,Clothing,2,300,600
703,CUST703,Male,34,Electronics,2,50,100
704,CUST704,Female,62,Clothing,3,30,90
705,CUST705,Male,60,Electronics,2,25,50
706,CUST706,Male,51,Electronics,4,25,100
707,CUST707,Female,26,Clothing,1,500,500
708,CUST708,Female,43,Beauty,3,300,900
709,CUST709,Female,19,Electronics,2,500,1000
710,CUST710,Female,26,Electronics,3,500,1500
711,CUST711,Male,26,Electronics,3,500,1500
712,CUST712,Female,57,Beauty,2,25,50
713,CUST713,Male,34,Beauty,3,25,75
714,CUST714,Female,18,Clothing,1,500,500
715,CUST715,Female,42,Beauty,4,25,100
716,CUST716,Female,60,Clothing,4,300,1200
717,CUST717,Male,57,Clothing,1,500,500
718,CUST718,Female,59,Beauty,3,25,75
719,CUST719,Female,42,Clothing,2,30,60
720,CUST720,Female,56,Beauty,3,500,1500
721,CUST721,Female,52,Clothing,1,500,500
722,CUST722,Male,20,Beauty,3,300,900
723,CUST723,Female,54,Beauty,4,50,200
724,CUST724,Male,61,Clothing,3,50,150
725,CUST725,Male,61,Electronics,1,300,300
726,CUST726,Male,47,Clothing,4,300,1200
727,CUST727,Male,55,Beauty,3,300,900
728,CUST728,Male,51,Electronics,3,50,150
729,CUST729,Male,29,Clothing,4,300,1200
730,CUST730,Female,36,Clothing,2,25,50
731,CUST731,Male,54,Clothing,4,500,2000
732,CUST732,Male,61,Electronics,2,500,1000
733,CUST733,Male,34,Beauty,1,30,30
734,CUST734,Female,27,Clothing,1,30,30
735,CUST735,Female,64,Clothing,4,500,2000
736,CUST736,Male,29,Clothing,4,25,100
737,CUST737,Female,33,Clothing,1,50,50
738,CUST738,Male,41,Clothing,2,50,100
739,CUST739,Male,36,Beauty,1,25,25
740,CUST740,Female,25,Beauty,4,50,200
741,CUST741,Male,48,Clothing,1,300,300
742,CUST742,Female,38,Electronics,4,500,2000
743,CUST743,Female,34,Beauty,4,500,2000
744,CUST744,Male,40,Electronics,1,25,25
745,CUST745,Male,54,Beauty,2,50,100
746,CUST746,Female,33,Clothing,3,30,90
747,CUST747,Male,23,Beauty,1,30,30
748,CUST748,Male,25,Clothing,3,50,150
749,CUST749,Male,42,Beauty,1,30,30
750,CUST750,Female,35,Clothing,3,25,75
751,CUST751,Female,42,Clothing,2,25,50
752,CUST752,Male,29,Clothing,2,50,100
753,CUST753,Female,32,Clothing,1,30,30
754,CUST754,Female,43,Electronics,4,25,100
755,CUST755,Female,58,Clothing,3,25,75
756,CUST756,Female,62,Electronics,4,300,1200
757,CUST757,Female,43,Electronics,4,300,1200
758,CUST758,Male,64,Clothing,4,25,100
759,CUST759,Male,49,Electronics,2,50,100
760,CUST760,Male,27,Beauty,1,500,500
761,CUST761,Female,33,Clothing,1,500,500
762,CUST762,Female,24,Electronics,2,25,50
763,CUST763,Male,34,Clothing,2,25,50
764,CUST764,Female,40,Clothing,1,25,25
765,CUST765,Male,43,Clothing,4,50,200
766,CUST766,Male,38,Electronics,3,300,900
767,CUST767,Male,39,Beauty,3,25,75
768,CUST768,Female,24,Beauty,3,25,75
769,CUST769,Female,31,Electronics,4,30,120
770,CUST770,Male,32,Clothing,1,50,50
771,CUST771,Male,24,Electronics,2,25,50
772,CUST772,Male,26,Electronics,1,30,30
773,CUST773,Male,25,Electronics,4,500,2000
774,CUST774,Female,40,Clothing,2,25,50
775,CUST775,Female,46,Electronics,4,25,100
776,CUST776,Male,35,Clothing,3,30,90
777,CUST777,Male,48,Electronics,3,50,150
778,CUST778,Female,47,Beauty,4,25,100
779,CUST779,Female,56,Electronics,2,500,1000
780,CUST780,Male,52,Electronics,2,25,50
781,CUST781,Male,35,Beauty,1,500,500
782,CUST782,Male,59,Clothing,3,300,900
783,CUST783,Female,56,Clothing,1,300,300
784,CUST784,Female,34,Electronics,1,500,500
785,CUST785,Female,31,Beauty,4,50,200
786,CUST786,Male,48,Clothing,4,25,100
787,CUST787,Male,41,Electronics,1,25,25
788,CUST788,Female,52,Beauty,3,300,900
789,CUST789,Female,61,Clothing,4,500,2000
790,CUST790,Male,62,Clothing,1,25,25
791,CUST791,Female,51,Beauty,1,25,25
792,CUST792,Female,20,Beauty,1,50,50
793,CUST793,Male,54,Beauty,1,30,30
794,CUST794,Female,60,Beauty,1,300,300
795,CUST795,Male,57,Electronics,1,300,300
796,CUST796,Male,43,Beauty,4,30,120
797,CUST797,Male,40,Clothing,3,25,75
798,CUST798,Male,61,Clothing,1,50,50
799,CUST799,Male,56,Electronics,2,50,100
800,CUST800,Male,32,Clothing,4,300,1200
801,CUST801,Male,21,Clothing,4,50,200
802,CUST802,Female,46,Beauty,1,30,30
803,CUST803,Male,39,Clothing,4,25,100
804,CUST804,Male,42,Electronics,1,30,30
805,CUST805,Female,30,Beauty,3,500,1500
806,CUST806,Female,35,Beauty,3,300,900
807,CUST807,Female,50,Electronics,4,50,200
808,CUST808,Male,33,Beauty,4,500,2000
809,CUST809,Female,62,Beauty,2,50,100
810,CUST810,Male,59,Electronics,4,25,100
811,CUST811,Male,61,Beauty,2,25,50
812,CUST812,Male,19,Electronics,3,25,75
813,CUST813,Male,52,Electronics,3,50,150
814,CUST814,Female,59,Clothing,1,500,500
815,CUST815,Female,51,Clothing,3,25,75
816,CUST816,Male,47,Beauty,2,500,1000
817,CUST817,Male,30,Beauty,4,50,200
818,CUST818,Male,30,Electronics,1,500,500
819,CUST819,Female,35,Beauty,2,50,100
820,CUST820,Male,49,Electronics,4,50,200
821,CUST821,Male,49,Electronics,1,300,300
822,CUST822,Female,52,Beauty,3,50,150
823,CUST823,Female,56,Electronics,2,50,100
824,CUST824,Male,63,Clothing,4,30,120
825,CUST825,Female,46,Beauty,1,25,25
826,CUST826,Female,46,Clothing,1,300,300
827,CUST827,Male,61,Beauty,3,300,900
828,CUST828,Female,33,Electronics,4,300,1200
829,CUST829,Male,61,Beauty,3,30,90
830,CUST830,Female,64,Clothing,3,50,150
831,CUST831,Male,27,Electronics,4,25,100
832,CUST832,Male,47,Beauty,4,500,2000
833,CUST833,Male,42,Beauty,4,50,200
834,CUST834,Female,56,Beauty,2,30,60
835,CUST835,Male,37,Clothing,4,50,200
836,CUST836,Female,22,Clothing,1,50,50
837,CUST837,Male,18,Beauty,3,30,90
838,CUST838,Male,47,Electronics,2,300,600
839,CUST839,Female,20,Electronics,4,300,1200
840,CUST840,Male,62,Clothing,2,25,50
841,CUST841,Male,31,Electronics,4,25,100
842,CUST842,Female,47,Clothing,2,300,600
843,CUST843,Male,21,Beauty,3,500,1500
844,CUST844,Male,35,Clothing,3,50,150
845,CUST845,Male,54,Clothing,1,500,500
846,CUST846,Male,42,Beauty,1,50,50
847,CUST847,Female,18,Electronics,4,300,1200
848,CUST848,Female,63,Clothing,3,25,75
849,CUST849,Male,32,Clothing,2,25,50
850,CUST850,Female,26,Beauty,2,500,1000
851,CUST851,Male,32,Electronics,2,25,50
852,CUST852,Female,41,Clothing,1,300,300
853,CUST853,Male,21,Beauty,2,500,1000
854,CUST854,Male,29,Clothing,1,50,50
855,CUST855,Male,54,Beauty,1,25,25
856,CUST856,Male,54,Electronics,4,30,120
857,CUST857,Male,60,Electronics,2,25,50
858,CUST858,Male,23,Electronics,2,50,100
859,CUST859,Female,56,Electronics,3,500,1500
860,CUST860,Male,63,Clothing,4,50,200
861,CUST861,Female,41,Clothing,3,30,90
862,CUST862,Male,28,Electronics,4,300,1200
863,CUST863,Female,30,Electronics,2,25,50
864,CUST864,Female,51,Electronics,1,500,500
865,CUST865,Female,42,Clothing,1,300,300
866,CUST866,Male,24,Electronics,1,50,50
867,CUST867,Male,21,Electronics,1,500,500
868,CUST868,Female,25,Electronics,1,300,300
869,CUST869,Male,37,Beauty,3,500,1500
870,CUST870,Female,46,Electronics,4,30,120
871,CUST871,Male,62,Beauty,2,30,60
872,CUST872,Female,63,Beauty,3,25,75
873,CUST873,Female,27,Electronics,4,25,100
874,CUST874,Male,60,Beauty,1,30,30
875,CUST875,Female,51,Electronics,4,500,2000
876,CUST876,Male,43,Clothing,4,30,120
877,CUST877,Female,58,Clothing,1,25,25
878,CUST878,Female,20,Clothing,1,30,30
879,CUST879,Male,23,Clothing,1,30,30
880,CUST880,Male,22,Beauty,2,500,1000
881,CUST881,Male,22,Electronics,1,300,300
882,CUST882,Female,64,Electronics,2,25,50
883,CUST883,Male,40,Electronics,1,500,500
884,CUST884,Female,26,Clothing,2,30,60
885,CUST885,Female,52,Clothing,4,30,120
886,CUST886,Male,37,Electronics,3,300,900
887,CUST887,Male,59,Clothing,4,25,100
888,CUST888,Female,52,Electronics,4,25,100
889,CUST889,Female,35,Electronics,1,50,50
890,CUST890,Male,34,Electronics,2,25,50
891,CUST891,Male,41,Electronics,3,300,900
892,CUST892,Male,20,Electronics,1,50,50
893,CUST893,Male,49,Electronics,1,50,50
894,CUST894,Male,52,Electronics,1,30,30
895,CUST895,Female,55,Clothing,4,30,120
896,CUST896,Female,30,Electronics,2,25,50
897,CUST897,Female,64,Electronics,2,50,100
898,CUST898,Female,42,Clothing,3,30,90
899,CUST899,Male,26,Clothing,2,300,600
900,CUST900,Male,21,Clothing,2,30,60
901,CUST901,Male,31,Electronics,1,30,30
902,CUST902,Female,54,Beauty,1,50,50
903,CUST903,Female,51,Beauty,4,50,200
904,CUST904,Male,28,Clothing,1,500,500
905,CUST905,Male,58,Beauty,1,300,300
906,CUST906,Female,20,Clothing,1,50,50
907,CUST907,Female,45,Electronics,1,25,25
908,CUST908,Male,46,Beauty,4,300,1200
909,CUST909,Male,26,Electronics,1,300,300
910,CUST910,Female,20,Beauty,3,50,150
911,CUST911,Male,42,Electronics,3,300,900
912,CUST912,Male,51,Beauty,3,50,150
913,CUST913,Male,29,Electronics,3,30,90
914,CUST914,Female,59,Electronics,1,500,500
915,CUST915,Female,26,Beauty,3,30,90
916,CUST916,Female,32,Electronics,1,50,50
917,CUST917,Female,57,Electronics,4,50,200
918,CUST918,Female,42,Electronics,3,30,90
919,CUST919,Female,22,Beauty,2,25,50
920,CUST920,Female,28,Beauty,3,25,75
921,CUST921,Male,51,Electronics,3,25,75
922,CUST922,Male,41,Electronics,1,50,50
923,CUST923,Male,32,Beauty,3,300,900
924,CUST924,Male,55,Beauty,2,50,100
925,CUST925,Male,25,Electronics,1,300,300
926,CUST926,Male,22,Electronics,1,30,30
927,CUST927,Male,43,Electronics,4,500,2000
928,CUST928,Female,35,Clothing,4,300,1200
929,CUST929,Female,23,Beauty,3,25,75
930,CUST930,Male,54,Clothing,4,50,200
931,CUST931,Male,30,Beauty,4,30,120
932,CUST932,Female,45,Beauty,4,25,100
933,CUST933,Male,22,Beauty,1,30,30
934,CUST934,Male,30,Beauty,1,500,500
935,CUST935,Female,34,Beauty,1,50,50
936,CUST936,Male,57,Beauty,4,50,200
937,CUST937,Female,62,Beauty,1,500,500
938,CUST938,Male,49,Clothing,4,50,200
939,CUST939,Female,46,Electronics,1,300,300
940,CUST940,Female,20,Electronics,1,30,30
941,CUST941,Female,57,Clothing,2,25,50
942,CUST942,Male,51,Clothing,3,500,1500
943,CUST943,Female,57,Clothing,4,300,1200
944,CUST944,Male,44,Clothing,2,25,50
945,CUST945,Male,30,Beauty,1,25,25
946,CUST946,Male,62,Electronics,4,500,2000
947,CUST947,Male,50,Beauty,1,300,300
948,CUST948,Female,23,Electronics,3,25,75
949,CUST949,Female,41,Electronics,2,25,50
950,CUST950,Male,36,Clothing,3,300,900
951,CUST951,Male,33,Beauty,2,50,100
952,CUST952,Female,57,Clothing,1,25,25
953,CUST953,Male,45,Beauty,3,30,90
954,CUST954,Female,50,Electronics,3,300,900
955,CUST955,Male,58,Clothing,1,25,25
956,CUST956,Male,30,Clothing,3,500,1500
957,CUST957,Female,60,Electronics,4,30,120
958,CUST958,Male,62,Electronics,2,25,50
959,CUST959,Female,42,Electronics,2,30,60
960,CUST960,Male,59,Clothing,2,30,60
961,CUST961,Male,53,Beauty,4,50,200
962,CUST962,Male,44,Clothing,2,30,60
963,CUST963,Female,55,Beauty,1,50,50
964,CUST964,Male,24,Clothing,3,300,900
965,CUST965,Male,22,Clothing,4,50,200
966,CUST966,Male,60,Electronics,2,500,1000
967,CUST967,Male,62,Beauty,1,25,25
968,CUST968,Female,48,Clothing,3,300,900
969,CUST969,Female,40,Clothing,3,300,900
970,CUST970,Male,59,Electronics,4,500,2000
971,CUST971,Female,27,Electronics,4,50,200
972,CUST972,Male,49,Beauty,4,25,100
973,CUST973,Male,60,Clothing,1,50,50
974,CUST974,Male,47,Beauty,1,30,30
975,CUST975,Female,56,Clothing,4,50,200
976,CUST976,Female,48,Beauty,2,300,600
977,CUST977,Female,35,Electronics,3,25,75
978,CUST978,Female,53,Clothing,3,50,150
979,CUST979,Female,19,Beauty,1,25,25
980,CUST980,Female,31,Electronics,3,25,75
981,CUST981,Female,30,Electronics,2,30,60
982,CUST982,Female,46,Beauty,3,30,90
983,CUST983,Female,29,Clothing,1,300,300
984,CUST984,Male,56,Clothing,1,500,500
985,CUST985,Female,19,Electronics,2,25,50
986,CUST986,Female,49,Clothing,2,500,1000
987,CUST987,Female,30,Clothing,3,300,900
988,CUST988,Female,63,Clothing,3,25,75
989,CUST989,Female,44,Electronics,1,25,25
990,CUST990,Female,58,Beauty,2,500,1000
991,CUST991,Female,34,Clothing,2,50,100
992,CUST992,Female,57,Electronics,2,30,60
993,CUST993,Female,48,Electronics,3,50,150
994,CUST994,Female,51,Beauty,2,500,1000
995,CUST995,Female,41,Clothing,1,30,30
996,CUST996,Male,62,Clothing,1,50,50
997,CUST997,Male,52,Beauty,3,30,90
998,CUST998,Female,23,Beauty,4,25,100
999,CUST999,Female,36,Electronics,3,50,150
1000,CUST1000,Male,47,Electronics,4,30,120
